id,review,aspect,sentiment
758,"i got the amazon fire hd 10 for reading and other activities. it was very easy to set up. netflix worked ok on it. it mostly works well, but there are limitations to the apps that are available. i tried it out for a while and then returned it for a samsung s2 9.7.",usability,positive
637,this solved the problem of my daughter's lost kindle charger.,overall,positive
557,"hard to use, and does not support guam. online instructions not clear",usability,negative
652,"it worked really well for me as i am unschooled in ipads. i used it while traveling and it was easy to use and did the things i needed, i.e. maps, books downloaded, internet access, youtube, etc.. i don't play games, so cannot comment on that.",usability,positive
730,"it is a good tablet, but is a little slow downloading apps",performance,neutral
227,this is my second kindle. the first was a gift several years ago. the display and speed are much better.,performance,positive
136,for the price this is a great works well the for the price display is hd love it,price,positive
284,love everything about my kindle. i'm a long-term amazon prime member.,overall,positive
327,my first kindle and i love it. no backlight and perfect view in the sun are awesome.,overall,positive
402,works well. haven't been able to work out the local traffic yet.,overall,positive
642,"it's a nice upgrade from the 6"" screen. size is just right for small kids hands. reading kindle books is much easier.",screen,positive
314,we brought this as a replacement for the fifteen to fifty books my daughter wanted to take with her to hawaii. books of course would weigh a lot and there be no room for cloths. pesky airline and their poundage issues. now she can take a hundred books and she has a mini computer. it's a win win but no win for the airlines!,overall,positive
530,is good for the kids the only thing is i have to get a sd card for more memory,performance,positive
697,perfect tablet for the avid reader. great functions light blue light filter to safeguard circadian rhythm so you do not have trouble falling asleep after being exposed to the light of a typical tablet. easy to use and fits perfectly in hand and not too heavy for one handed use.,usability,positive
612,this is the best...fast to play music and check weather and lots of other questions,performance,positive
145,"i wasn't sure i would use this item when i purchased it for my family. however, i just signed up for amazon unlimited music after testing it on radio stations and playing games with the grandkids. i want to hook up the lighting feature as well. speaker is excellent quality and quite enjoyable to listen to.",overall,positive
591,the device is priced just right to give as a gift for an 8 year old,price,positive
669,"i do not like this tablet one bit. it has to be registered with amazon for it to function and it failed every time. i finally had to resort to calling amazon's customer service, also not an easy task, to get it registered. there seems to be glitch in the programming, because when it failed again, i had to follow the same steps all over again to get it registered. i would highly recommend skipping this tablet and getting one that is not tied to any one company's operations, programming, or software.",usability,negative
322,my husband and i purchased 3 of these for each of our kiddos and to say they're a hit would be a massive understatement. and the parental controls on these are awesome. we love our new fires!!,overall,positive
301,i gave this amazon fire hd8 as a retirement gift for my friend and she absolutely loves it!!,overall,positive
113,got one for my 4yr old. she loves it. it's very durable. i love that i can switch accounts and use it for myself too.,build_quality,positive
275,"the amazon fire tablets are nice tablets. they're especially great for streaming tv and movies. and since it's a kindle it's great for books too. it is a little odd with the internet browser, and still a little limited in the app store. but overall a great little tablet.",overall,positive
450,"family is having fun with alexa. i do like the way it integrates with other devices around the home: arlo, nest...",overall,positive
187,"great product, i recommend is easy to use and fast.",usability,positive
414,this tablet could be so much better if the apps actually worked decently. the built in amazon pieces for prime members is great and work flawlessly. but it's not enough to overcome the terrible app behavior and countless freezes. they need to take a lesson or two from apple.,performance,negative
726,i purchased a kindle a few years ago and have loved the flexibility it give me. i can browse the internet without moving to my desk to get on my personal computer. i love the fact that i can continue to read my books while i travel. doctor office visits seem to just roll by more calmly now because i can ignore the office chatter and the tv selections i rather not watch. i encouraged others to make the purchase and several have done just that. this is my second purchase. love it!,usability,positive
742,tablets are best used for personal reading. clear and it like a book. you dont have to sahre,usability,positive
675,bought these for my grand children for christmas and they have thoroughly enjoyed using their 'tablets' and the apps that can easily be saved on the tablet.,usability,positive
276,bought for my wife to upgrade from the original kindle that she has worn out. big step up from the original and should be good for another 8-10 years.,overall,positive
56,"the tap is essentially a smaller version of the echo that has alexa capability like echo does, but also doubles as a portable bluetooth speaker. you do need to tap it to ask alexa to do anything, but otherwise it works the same as echo. i prefer the echo, but the tap is great for college students and those who just want to supplement their echo.",overall,positive
409,works great for everything we want our daughter to do,overall,positive
408,"love my new i pad, and new tv for my kitchenalso bought 3 alexa with pods for my family at xmas",overall,positive
372,"i can play games, surf the internet or watch movies. i can check my e-mail or just about do anything i can do on a regular computer.i strongly recommend it.",overall,positive
515,nice tablet at a very affordable price.............,price,positive
648,i bought this for my granddaughter who is 2 and was able to load all the apps and books as well as her disney movies. so far she has been unable to access anything that i don't want her to. and it has been able to withstand frequent toddler abuse.. aka.. throwing it. definitely recommend.,usability,positive
5,"this is a perfect upgrade to my kitchen amazon echo. the speaker itself is a substantial upgrade over the echo and dot. i have it connected to my nest security cams and it's great to check on my dogs when they are having play time in my fenced backyard. it can be a bit distracting with it's random invitations to ""try"" certain skills, but the distraction is worth it! this product absolutely represents the future that i imagined when i first watched back to the future 2 decades ago! the only con's that i can think of is sometimes alexa doesn't hear me so well (same for the echo and dot) and it currently can't differentiate between users like google home can. i have had the google home too, and would highly recommend any of the amazon devices over the google home.",overall,positive
88,this speaker has great sound and is very easy to use.,sound,positive
511,amazing sound! all around great product! nothing negative so far.,overall,positive
274,my son loves his new tablet. now he can play his games without making a mess of my phone.,overall,positive
383,great tablet. drop it many times and its still working.,build_quality,positive
162,the built in hue allows the echo plus to automatically search and finds connectable devices. the larger speaker area assists in better sound and the alexa to hear my voice!!,sound,positive
694,"we purchased the echo show for christmas this year, and love it so much! our kids got the hang of it faster than we did (ages 11 and 13)! highly recommend!",performance,positive
207,easy to use tablet. price is pretty good. my mom loves it.,usability,positive
651,i like the bigger screen size. it allows me to read my books without straining my eyes and allows more of the text to be displayed.,screen,positive
349,this is a great product and i would recommend it to anyone that enjoys reading.,overall,positive
587,bought my 11 year old niece and my 7 year old nephew one a piece for their birthdays and they love it! great tablet for all ages and very user friendly.,usability,positive
308,"works great! i bought 2, 1 for the kitchen and 1 for master bath.",overall,positive
210,"size, brightness, and convenience are good. the option to link with android products for messages is a little hard.",overall,positive
761,great device i use it on a regular basis. good investment,usability,positive
412,"i wasn't sure what to expect from my echo show, but i am super happy that i bought it. alexa is great. she tells me the weather, traffic, news updates and more each day.",overall,positive
471,"this is great for the beach or by the pool. if you already own an echo, this is a great addition to the household.",usability,positive
296,the amazon fire is simply amazing i would not buy anything else.,overall,positive
154,"i had reservations for the purchase of this echo show, they quickly eroded after setting it up and using it now since christmas day. everyone in my family loves the camera function, sound quality, picture resolution and basically everything about it!it isn't totally perfected yet but it is a work in progress when it comes to the skills and how you choose to use this device since it is definitely designed for amazon and their customers. versatile enough so that everyone could find something to enjoy from music, pictures, videos to having your favorite book read to you. one of my favorite features are the ole time radio series offered in the skills. takes you back in time as you relax and very similar to a good book. just my preference and it does offer much more and new skills are daily being added. although we have several echo dots everywhere, my 6yo loves to come to the echo show to hear her music or to see new pictures uploaded to our cloud. the sound is amazing for its size, that's a huge plus. pictures are dynamic and so far the only issue with me anyway is it's shape. slightly odd but it seems to blend into our decor pretty well. hopefully newer and even better skills will be made as this is a real gem in the rough with tons of applications still ahead that it can be used for. i have it connected to our home security system, robot vacuum cleaner and at times to my cell phone. taken all together it is useful, fun and a nice addition for our gadget loaded home.",overall,positive
718,tablet is very easy to use and navigate the internet,usability,positive
343,"i have been enjoying the amazon tap for two weeks, and am still finding new things it will do",overall,positive
96,great sound for the money. easy to set up also have a dot that i like,price,positive
478,for a cheap starter tablet it's fine. bought it to replace a cheaper kids tablet and it'll do for that.,price,positive
449,"i couldn't decide on which one to buy. they all do the same things, but ended up buying the tap which is portable. i take it on my deck with a cup of coffee and listen to the music i put in through pandora and iheart radio. i absolutely love it, and so does my husband.",overall,positive
121,awesome all around product - great picture and like the voice control.,performance,positive
224,the family and i love alexa view and once we got it we were hooked now everything in the house and outside is run by voice commands. the opportunities with this are endless.,usability,positive
219,"i have bought the cheaper tablets for my kids, in the past, however, the sales associate recommend this tablet, and it was only 10 dollars more. so far, i am really impressed by the difference in quality.",build_quality,positive
752,i talk myself into the 32g and i am so glad i did!!! i have used only kindles for the past 5 years and i love them.... i love the color as well!!!,usability,positive
470,great item and easy to use. very helpful and entertaining,usability,positive
94,very good tablet for the price economical and the ability to carry in backpack,price,positive
60,"the show is the new alexa device with a video screen. i like being able to see a screen when you ask questions, and you can view videos too. i also like that you can see the temperature, and date without having to ask. i like you can view a video of a recipe, not just see text. the one item missing from this great device is the capability to hook it up to your surround audio system.i have two dots and love them. the show would be perfect if i could also hook it up to my audio system. even though this feature does not exist, it still is a great product.",overall,positive
680,"bought this for my daughter to use in school, she loves it! product works great! i also bought the older version for my mom and she lives it as well",usability,positive
622,it's nice to see my calendar and the sound is good too.,sound,positive
155,i really enjoy using alexa even watch videos utube many things it's worth buying,performance,positive
491,"we use alexa to ask simple questions like - what time is the basketball game? and she usually responds correctly. if you ask a more detailed question, she may not have an answer. we like to play jeopardy and listen to local radio stations using alexa. i am sure the device will get better with more use and updates.",usability,positive
722,too difficult to setup not compatible with other equipment,usability,negative
750,easy to play and very helpful to learning for children's,usability,positive
39,"i was a little skeptical at first about the amazon tap but after discovering how easy it was to set up, i was able to connect to my music library with ease! great sound and nice to have the portability to take with me!",performance,positive
267,"i have not been a fan of anything android, but amazon did this one right. i've had none of the issues i've experienced with other android tablets, and it works great for shopping, browsing, reading, and listening to music.",overall,positive
735,"now i can view my front door ring system as well as all my arlo cameras. great products. if you have echo spot in each bedroom, you can video talk with your kids by dropping in. love it",usability,positive
50,"great over all tablet! good build quality, but cheap enough for the kids to use / loose. really a plus for travel. install vlc media player from the amazon app store, and then you have unlimited movie options for up to12 hours. add some head phones and that 6 hour trip to disneyland, well it's so much more tranquil for the adults.",overall,positive
538,bought this for my parents to use with their amazon prime account. sure they will love it.,usability,positive
337,my husband loves this kindle. he has a muscular disease keeping him from being able to handle anything with much weight at all. this is perfect.,overall,positive
254,video quality is very good. works well with amazon prime video and music - no surprises there. apps are very disappointing - many common apps are not available - even though there are android versions! not bad if you have modest expectations.,performance,positive
732,my kids love their amazon kindles! they can take them anywhere and play on them! great battery life!,battery,positive
466,kids love it. easy for them to use. only issue is there is a ton of ads that pop up.,usability,positive
554,a fun little device on the cutting edge of consumer artificial intelligence. sp aker sounds pretty good. alexa does have some problems understanding how i ask questions a fair amount of the time.,sound,positive
498,enjoying alexa! there is so much you can ask her! looking forward to the security monitoring .,usability,positive
476,this was the perfect gift for grandkids. i bought one in pink and one in green so each grandchild would have their own color. lots of games come with the tablet and additional games and videos can be added.,usability,positive
474,like the fact that i can see videos and utilize ir with my lighting system.,overall,neutral
485,"i purchased the kindle fire 8"" after owning a 7"" for several years. i love the bigger screen and added features in this version.",screen,positive
127,"great quality, great price and best of all has good sound.",overall,positive
585,"we had the echo (still do, it's just in another room) and purchased the show. we also have a couple of dots and have them all set to communicate with each other. as you walk by the show, it gives mini tips, news, fun facts, etc. love it! you can even use it like skype with others who have a show.",usability,positive
1,"i use the echo show to stream music, video chat, and drop in as a camera from my home. you can even see recipes and other items. worth the money, got it on sale! i always wait for sales.",camera,positive
298,i love my kindle it makes it so much easier to read books instead of having to carry them with me,overall,positive
217,"i love my kindle black. i can read for hours without making my eyes sore the way a phone screen would. the functions are easy to use. everything is set up clearly and simply. it's shape is adorable, and it's surprisingly light. the battery does last a long time.",overall,positive
660,gave as a gift to niece in hospital she loved it. was able to do everything on the tablet she wanted to. easy to use i was the one who set it up for her was very simple.,usability,positive
390,i love all of them. i would recommend going to best buy and buying a kindle fire before they are sold out!,overall,positive
433,i am happy as i bought it for reading and it is good.,overall,positive
774,"this was a gift for my friend. my friend likes it, i wouldn't buy something like this for this much money. the screen is small.",price,neutral
35,"i bought the fire because i had heard it was a good tablet. so when i bought it, i was wondering if it lived up to the hype. it does. its fast and easy to use. i put netflix on it and watch series i missed. only downside is that i had to register for a trial of prime.",usability,positive
604,easy to use and the hd is awesome. the simplicity as well as the easy to follow directions to set it up is great. it does everything i want it to do.,usability,positive
441,this is a great beginner tablet for children. bumper pad fantastic for protection from falls.,overall,positive
568,i had a smaller version and this was easy to adjust to and use.,usability,positive
389,we already had a tablet for our son and it was time to get one for our daughter. they are a good learning tool.,overall,positive
410,purchased as a replacement for a kindle and it functions well as a kindle and a tablet.,overall,neutral
608,i love my amazon echo! alexa is compatible with all of my technology and super easy to use. my favorite is the ease of making a grocery list and having it in the app instead of forgetting my list at home.,usability,positive
553,echo plus seems to work as they say. i have it running two lights so far. plan on setting up seven more. nice product.,performance,positive
588,easy to use and it arrived exactly as described. good beginner device for youngsters who want a device to read from.,usability,positive
32,i love my tablet. it is super easy and loads fast.,performance,positive
58,this was a gift for mom. she enjoys that it's easy to use and has good picture and sound quality. the price was also great,usability,positive
541,wonderful little buy! tired of my bulky tablet. this one stays charged a lot longer!,battery,positive
481,i bought this for reading/listening books. love the availability to expand the memory. now i can load movies and tons of books! :-),performance,positive
279,still seeing if if i like alexa like to try and set up lighting,overall,neutral
135,works well worth the price good quality product have not had a problem,overall,positive
616,"never without my amazon hd 8 - great for reading, games and surfing the networks.",connectivity,positive
610,excellent combination and easy to install and setup.,usability,positive
362,this tablet is for my daughter and she absolutely loves it!,overall,positive
67,"enjoy my summer reading and a regular tablet just will not do. initially disappointed by the small size, but i quickly learned to appreciate it. very portable and convenient. i wanted something easy on the eyes with a 3g connection so i did not have to be connected to wifi to download books. was a bit more then i wanted to pay but feel i will get good use out of it.",connectivity,positive
713,"much lighter than my old kindle. love it, love the fact that it has the camera too",camera,positive
27,"this is my first fire kindle. i love it. it is fast, and has good internet. it gives me quick access to all my kindle library. i found out it's easier to scroll through the pages than when using kindle touch.",performance,positive
206,i needed a device to listen to books on a long drive. this paired easily in the car and downloading the audible books was a snap.,overall,positive
105,"amazing. i seriously didn't know what i was missing until i got the amazon show. while i have alex echo (and love this), having a screen that can connect to other smart home devices is amazing. i love the jokes, random questions i can ask or telling me the weather. its essential in our house now.",connectivity,positive
235,"i bought this as a light-weight alternative to an ipad for collecting and enjoying kindle and amazon video products. when combined with the dedicated fire cover, it's low price along with a very readable screen and the option for a micro sd card make it an excellent choice for travel and time spent in waiting-rooms, etc., allowing lots of memory space for ones library as well as flexibility regarding how it is held or positioned.",overall,positive
188,i am really enjoying my new kindle fire hd 8. the picture is awesome even for a movie. i use it mostly to read with an occasional game or movie too. colors are great and the size of the screen is very nice. i have a 7 inch fire and there is enough size difference for movies etc to make it worthwhile. plus there was a great black friday price.,overall,positive
435,"i have the spot, dot and two shows, i started out with the spot and loved it so much i wanted a bigger one. this was a (best buy) ! no pun intended lol",overall,positive
677,if you want to listen to music you will have to sign for amazon unlimited or prime which is very expensive. pandora does not work too well with this device as it does with google home.,overall,negative
223,"the kindle is great for just reading books, and the battery power is pretty good.the experimental browser is not very user friendly.",battery,positive
763,i love this tablet.it is very efficient and easy to use.,usability,positive
522,gave this to my son who breaks everything and so far has lasted through a couple drops. easy to use and upload content.,usability,positive
348,my sons love playing on their tablet. not only does it allow me additional time to get things done but they enjoy the educational apps provided.,overall,positive
36,my dad uses this as a speaker for the tv ...and loves it. he does use it in the traditional alexa way...but the speaker option he discovered is an added benefit.,sound,positive
183,the echo show works very well with bluetooth and wifi. great sound and screen. recommend to anyone,performance,positive
262,the functionality is great although i wish it came in more colors.,design,positive
371,great for those who love to read this tablet is always ready for on the go trips,overall,positive
411,you will be amazed how this works for many questions you ask and alexa has the answer. however do not expect her to know everything. you will be happy with this purchase.,overall,positive
209,video calls work great and the screen is super informative.,performance,positive
26,"i bought two of these as a birthday gift for my niece and nephew. they absolutely love them. they use it all the time to play games and music. great deal, great price love itl:)",price,positive
605,it would not load my books proper. took a dozen tries erasing an dreregistering. screen too dark,screen,negative
233,"my 2 1/2 year old loves this. he can't break it with the thick rubber case, and we can control the games he plays, and how long he plays. great mix of educational and fun items. the only problem is the charging cord is a bit too easy to break. if they pull it off the charger, it makes the port loose and you have to get the right angle for it to charge.",overall,positive
509,"i am disappointed that this is not more toddler friendly. it is a kindle inside a kid proof case. you have to set up child locks, etc. my biggest complaint is most of the games that are available you have to be connected to the internet. i wanted something to take to church, in the car, etc.",connectivity,negative
195,"here are my pros and cons thus far.pro:perfect size for ebooks, and web surfing to alleviate strain on the eyes from my 5"" phone displaynice sturdy casing that gives it a nice heft but still weighs in as one of the lighter tablets on the marketchild accounts- amazon allows you to set up this tablet with age restricted access for kids making this a low cost piece of tech that is perfect for school kids and allows mom and dad to ration the amount of time lil johnny can play clash of clans and how much he can hit the ol' visa card for.battery life thus far; wife was on it for about 5 hours last night and battery was at about 46%kindle integration -this goes without saying but having my ebooks and audible books synced to the tablet is awesome and my kindle books look great",battery,positive
668,simple to use and setup for a 2 years old toddler.,usability,positive
580,was very difficult to set up. with the 3 hours help of geek squad and my granddaughters i-phone we got it done.,usability,negative
423,this an awesome tablet for kids. my grandson never wants to put it down. the case is great protection from drops.,overall,positive
504,"purchased as a gift for my 14 year old son. he absolutely loves it. uses to place music, ask questions and turn off his lights!",usability,positive
691,"this device is seriously cool. the basic functions out of the box are nice, but some customization and configuration allow you to do so much more. my family loves the ability to play amazon music with their voice. smart home integration is a big draw!",usability,positive
283,i like this kindle the only this is it does not read the books as good as my older amazon kindle fire.,overall,positive
550,bought this for my two yr old and she loves it not to mention super durable.,build_quality,positive
539,the only problem i have is have to recharge battery every 4-5 hrs. other than that is a great item !!,battery,negative
3,"even though it is a little pricy, i like my new kindle voyage. it looks smaller, but it is because it's only the screen - no buttons. it is lightweight. you can scroll and turn pages with touch screen press or with physical small buttons on the side. it is automatically adjusts to different light conditions.",design,positive
12,i got this tablet on a deal and has good quality of video you can watch.,screen,positive
170,"awesome and best e-book reader. i love the smooth page translations, bedtime shade and perfect hand held device. kindle fire has took their e reader to the next level. great apps, music, and storage expansion for the price.",performance,positive
21,"i love my new kindle. the size is perfect. it fits right in my purse. easy to navigate and i love the touch screen. i am able to read outside without a glare. only flaw is that it is not backlit, so in order to read in the dark i need a book light. i don't mind that so much, i just wish kindle would come out with a case for this kindle with a built in book light like they did for the first generation kindle.",screen,negative
245,"i own a kindle hdx 8.9 and wanted something small and portable... wow is all i can say when i got my hands on the kindle oasis ( thank you babes :) ). the kindle oasis is very tiny, portable & fits in about anything from a jeans back pockets to a very very small purse! the clarity of the screen is awesome. the touch of it works perfect! very different than my hdx but i highly recommend it! a little more pricey than the paperwhite but this one already comes with the case and a built in battery in the case so you are set for long time reading & the price is fair since the others you would still have to buy a case for it! keep in mind the case for the oasis is leather and you can choose from black, brown and red (red was my choice., which to me it's not red it's more of a wine red color) it's beautiful! picture shows my kindle oasis in the middle of the iphone 7 plus (left) & samsung s8+ (right) so you can get an idea on the size... it's super cute! it's tinier than the kindle paperwhite!",overall,positive
292,it made a great christmas present for my wife. plus...i get it too...works great. great order and delivery from best buy.,overall,positive
182,very good price for the product. sounds good and fun and easy to set up.,overall,positive
335,bought this for my better half and she loves it. it works very well with echo and has unlimited features.,overall,positive
339,good tablet. gave as gift and person enjoys it. recommend,overall,positive
512,we got this for the whole family and we are absolutely love the alexa speaker,sound,positive
762,i purchase this tablet for my daughter's birthday and she absolutely loves it i am very pleased that she's not able to get online or to get on youtube and watch crazy videos which she previously did with other tablets we have you actually get to pick the games and books to put on it you manage everything from the parent account and it is locked with your personal password and the kids can't get into it. i would say the only downfall is you cannot download anything from the google play store since it is an amazon tablet.,usability,positive
597,this is a great tablet for the price. amazon is doing a good job,price,positive
216,"the commercials are correct, at this price you can have multiple devices in your household for the price of a comparable competitor's tablet.",price,positive
565,works well. easy to use. i like the auto on when you open the case,usability,positive
626,"this is a great way to begin making your home a smart home. easy to set up, built in hub, easy to use.",usability,positive
277,"we're still learning all the things this device can do. so far, we're very pleased.",overall,positive
434,i would recommend this for kids ages 6 to 10. they can play al kinds of games that can be downloaded,overall,positive
513,kindle fire hd8 is great! love the the size and the graphics. easy to use and navigate. perfect gift for mom!,usability,positive
77,"this is the second one i've bought for my kids. the each have their own tablet now. as a parent i like that i can set limits...such as screen time, reading, videos etc. you can control everything. it can be educational aswell. their is alot of educational apps on the device to download. such as wikipedia,farmers almanac etc. patents should look through and discover apps with the kids to get full use of the tablet. it continues to update regularly.",usability,positive
379,"i have an lg tablet but picked up this one for my dad and after messing with it for a while it's very nice,. i think i like it more the my lg g pad!",overall,positive
751,easy setup and we can now talk to each other and see each other very easy. great way to keep in touch without a computer.,usability,positive
544,in my opinion this model is too small and feels cheap. and sd card slot.,overall,negative
407,the fire hd 8 is the perfect size ereader. big enough to see the text but small enough to hold comfortably.,overall,positive
458,it's a great device to have. it does so many things. very practical.,overall,positive
323,i love this tablet. i got one for each one of the kids all different ages and they all love it.,overall,positive
255,very sleek design and very easy to use - nice graphics!!!,design,positive
598,this works well as it was a gift and connected without issue along with the other two.,connectivity,positive
623,"i enjoy my new smart speaker. it is a good device that i can get my pandora radio on it, especially in the app. learning what the device offers for smart home, besides that. it is good speaker to work with different apps.",sound,positive
571,"i purchased two for my grandchildren. they loved it. reading, games and videos",usability,positive
755,fun to use and also easy for kids to use as well! good tablet for books and games for all the family!,usability,positive
595,"i love hear readers, i had to replace mine because i destroyed the last, but it is awesome",usability,positive
567,i have put the dot in the bedroom where my echo is in the living area. my family uses her for everything. enjoy everything about the echo / dot.,usability,positive
380,i love my kindle! it's perfect for reading my favorite books!,overall,positive
480,i love this tablet. the size fits perfectly in one hand. the display is wonderful and the loaded apps have me reading again. it is the absolute best!,screen,positive
20,i was literally still using my first gen kindle fire and finally upgraded. i love the new one. the only negative is the speakers. my first one is louder than this one.,sound,negative
258,great tablet for destructive toddlers. my son has dropped and thrown it several times and it still works!...,build_quality,positive
114,"i like having the screen and being able to see things like weather reports, etc. still not using it to its full potential, but we have it controlling a couple of lamps, giving us weather reports, setting timers and alarms. it's making me lazy! sometimes it doesn't hear my voice. hears my husband's voice better. i find it best to put it pretty close to me on a side table.",screen,positive
68,i bought this tab for my daughter's birthday.its got a good screen and sound for the price. i also play for the children's app freetime which is perfect for her.,performance,positive
163,seems to work well. screen quality is good. like the size.,screen,positive
634,great tablet for simple tasks. i bought 2 and i have no complaints.,usability,positive
686,this is my third kindle fire and it improves each time. colors are crisper and best of all it stays charged a lot longer.,battery,positive
184,"we bought this for our 3 year old daughter. great variety of apps, books, and educational videos for her to explore. love the features that allow us to control her time spent on it. my only complaint is that its processing speed is quite slow getting between different menus but at this price and for a 3-year old i can't complain too much.",performance,positive
706,i bought this for my 86 year old father. he loves it. finds it very easy to use,usability,positive
158,was looking for a tablet that was highly portable & could run my directtv app & stream videos. (other electronics i have are much older versions). salesman recommended this model to me based on personal experience. i am still learning all its functions but so far it seems easy to use & is doing what it promised to do.,usability,positive
103,"i would recommend this to all of our friends and family. it's worth every penny. good warranty, comes with a free subscription, works quickly and is very durable!",overall,positive
729,this is great product. the tablet are made tough and great price.,price,positive
143,works great. easy to use. fast. great for the whole family.,usability,positive
624,"amazon kindle products have always been reliable, consistent quality and this is no different. very happy with it.",build_quality,positive
594,"great choice, battery life outstanding, many kid friendly features.",battery,positive
7,"bought 2 for each of my children ( 10 & 15) and they love them. i was a little worried about them adapting to a new operating system, no problems there. the sound and playback images are just fine. they take them everywhere, not like leaving their other tablets at home, i'm thinking about buying me one. very kid durable",overall,positive
142,"daughter uses it constantly for games, texting, web surfing, and email. great alternative to more expensive devices.",overall,positive
361,"we replaced our old echo for this one with a smart hub, works great",overall,positive
774,"this was a gift for my friend. my friend likes it, i wouldn't buy something like this for this much money. the screen is small.",screen,negative
118,"definitely easy on the eyes for long reading sessions, especially when compared to the lcd screens of smart phones and tablets. the only issues we had were that it drops the connection to our wifi network and then won't connect to the kindle store. i don't think it's an issue with my network since all our other devices don't have the connectivity issues we had with this.",connectivity,negative
663,item work well and was easy to read from in day light,usability,positive
90,i do like the alexa stuff and how it can connect to my phone. plan on getting the door bell video stuff next.,overall,positive
537,still learning new things about my tablet. very easy to use.. perfect size.,usability,positive
271,i have had this for several weeks. it works great. i am very satisfied with it so far.,overall,positive
428,i love this tablet for kids .. it's so much fun for them .. great buy ...,overall,positive
609,does everything i need and has a long battery life.,battery,positive
715,this was a gift for my grandson and he loves it. it is easy to use and keeps him occupied for hours.,usability,positive
398,this alex's device is fantastic and would recommend it for anyone. especially for people with physical disabilities. we are enjoying all of its features.,overall,positive
670,the alexa show is a great product and the price was even better,price,positive
454,the amazon echo plus has worked great. we like the smart bulb with the echo.,overall,positive
543,"this is a nice little tablet, for me since i don't do a lot on a tablet, it's a great size. it took a little getting use to working with, but am a little more comfortable with it now.",usability,positive
129,"this does the same stuff as the traditional echo or echo dot, except it has a screen. if you already liked the echo's this is a good addition. the addition of the screen is neat, but certainly not essential. you can see daily news headlines and the weather scroll across the screen. you can watch any arlo or similar cameras on it. you can watch youtube and amazon video as well, but you'll probably just watch that on a phone, tablet or tv instead.",overall,positive
401,we got these as an upgrade for the kids' kindle fires. work great and have had no issues.,overall,positive
662,love this bot and lighting system. it transforms my house into many moods. planning to get more lights and maybe another bot.,usability,positive
493,"quite light, easy to conceal, easy to use and quite quick.",usability,positive
517,i was weary about it at first but it was easy to setup and get the hang of and definitely makes life easier!,usability,positive
16,"got this on sale for 69, decent display but you can tell it is not on par with other tablets. it is great if you have prime and use their services. great speakes, makes a huge difference in audio quality. battert life is good, no complaints. i gave it 4 stars due to the play store access. there is a way around it, i do have it on here now but it took some work.",overall,positive
741,"great tablet for the purpose of reading, also inexpensive",price,positive
280,this is my 2nd tablet and it works great with downloading,overall,positive
444,"wow this is so much fun. wow it can tell you anything,play any song and much much more.",overall,positive
666,"the echo plus was demonstrated for us at best buy. we were a bit skeptical but bought to check it out. wow! are we impressed! we tell it to turn on and turn off our lights in the living room, family room, and bedroom. also it can dim the lights more than once. need the local weather forecast, just ask. want to listen to christmas music? yes, again. want to know the distance to someplace or the population of some city or country, yes! we're still discovering what it can do and it seems limitless. absolutely love this!!",usability,positive
753,works great for my 2 year old. i don't like that it requires a pin to use it but goodidn't and strong tablet,usability,positive
661,the tablet itself works fine but this is the 2nd one i have gotten with a similar problem. the port seems to come defected. the charger doesn't stay in and it takes a long time to charge. replaced charger with a brand new one and it still has issues.,battery,negative
719,we have greatly enjoyed using alexa and having this gadget in our kitchen.,usability,positive
385,asking trivia questions of alexa is a hoot but being able to turn off the ceiling fan from bed is golden.,overall,neutral
381,great product for the kids gaming apps parental controls to make sure you can monitor kids and prevent unwanted app purchases,overall,positive
436,bought this for our 7 and 5 year old. they love to play music and ask questions about science. lots of fun!,overall,positive
247,"i bought this kindle for my 11yr old granddaughter for christmas. me and my husband both had kindles several years prior, and she and my 6 year old grandson love watching and playing on them. both children have all kinds of game systems but use the kindle way more. my 6 yr old grandson still plays with mine and loves watching you tube, videos and playing games on it. he has several game systems, xbox, sega, ds but still uses my kindle all the time over those systems.my husband used his all the time for everything from internet to watching movies and shows. i'm getting ready to buy my grandson a new kindle( mine is a bit older and has cracked screen now but still works good).he would like one to call his own. i'm looking at a 16 gb or 32 gb.they are really durable and tough.",overall,positive
621,i like the video feature for my doorbell. wish it automatically showed a picture when door bell rung. does not facetime. maybe later. also not all cameras are compatible.,camera,positive
243,"we bought the two-for deal as presents. my mother will have a learning curve, but since the other one is going to my son, he can teach her! looks like a neat appliance, but want to see if it can do more than weather, music and turning off the lights...",overall,neutral
501,any kindle product i have purchased is easy to use,usability,positive
400,like better than the 7 inch kindle better to read.,overall,positive
684,bought for my son for easter. he loves it and easy for him to use. great for different apps for learning.,usability,positive
146,"loved my husbands 4th generation disappointed in my 5th generation. 4th generation has 2 speakers and sound is much louder than the current 5th generation. i purchased this expecting the same quality in sound, or better, since i use the kindle to watch my tv shows.",sound,negative
546,this kindle fire is lighter than my old one. the speed is great & all apps load very quickly. i also like that it comes in different colors.,performance,positive
30,this is a great tablet. my grandson uses it to watch his cartoons. we also have abc mouse that he uses on it. it's very durable and he loves it!!,build_quality,positive
208,i bought this item on a whim and because it was on sale. i've been pleasantly surprised. search sounds great for its size.,sound,positive
