id,review,aspect,sentiment
158,was looking for a tablet that was highly portable & could run my directtv app & stream videos. (other electronics i have are much older versions). salesman recommended this model to me based on personal experience. i am still learning all its functions but so far it seems easy to use & is doing what it promised to do.,usability,positive
159,"i absolutely love my amazon tap. it in my opinion is the best blue-tooth speaker around and with the added skills when on wifi, the tap is better than the echo! portable - yes! sound quality - off the charts! i blue-tooth this to my computer and listen to movies with great dolby sound quality. the battery life has been tested during a camping trip. 8 hours and it kept the charge! it's also easy to recharge it without the stand. very cool. best buy's price made it all the best buy of the christmas season! i picked up the item same day at a local best buy. the experience was 1 - 2 - done. very convenient, very helpful. i would recommend this to all my friends!!!",overall,positive
160,"already an amazon consumer and user of alexa to control home automation products. the show is a great addition for us in the kitchen, displaying receipts and visualizing things that before could only be heard.",performance,positive
161,"at the price it is almost an impulse buy. i wanted a tablet for an upcoming trip to watch some movies, read, etc and this was at a price point that made the decision really easy. if you are used to an ipad, the fire hd is a little disappointing but it costs considerably less. it fit my needs but i felt some slugginess and several instances of needing to reboot to get certain apps to work correct. if you go in with the understanding this isn't an ipad replacement this should fit the bills for you. let's just say, after my trip i purchased an ipad pro and this item will likely be handed off to one of my children. if you have amazon prime, you do get some nice perks that make this a really nice item.",price,positive
162,the built in hue allows the echo plus to automatically search and finds connectable devices. the larger speaker area assists in better sound and the alexa to hear my voice!!,sound,positive
163,seems to work well. screen quality is good. like the size.,screen,positive
164,"i bought the white version and have it in the kitchen. i use it for everything, music, video, phone, security cams, news, weather. it's the perfect kitchen assistant.",usability,positive
165,"this is a great addition to the other alexa products by amazon. it works great in the kitchen. better voice recognition and sound. the onscreen display and information are very helpful. the video capability is watching instructional videos or even playing music videos while working/cooking. it can also scroll personal photos as a picture display.all in all echo show is a wonderful addition. well worth it, especially if you get it on sale.",overall,positive
166,installation was easy. directions for use was excellent. best buy employees were very helpful explaining the product. best buy always makes the buying process very easy and enjoyable. looking forward to using the echo plus for many years.,usability,positive
167,i've had other kindles and when my current ones storage became low i knew i wanted to purchase another one. it can be used for a variety of uses.,performance,neutral
168,the echo is very easy to use and has features that allow users to converse easily with others who may have a hard time learning how to communicate using newer videophone technology. this product removes those barriers.,usability,neutral
169,"this is a great entry level tablet. it does not have all of the bells and whistles of more expensive tablets, however, at its price point the specs are quite impressive. this is an easy purchase for a small sized tablet or for a child. it is powerful enough and the screen quality is good enough. overall, i highly recommend it.",price,positive
170,"awesome and best e-book reader. i love the smooth page translations, bedtime shade and perfect hand held device. kindle fire has took their e reader to the next level. great apps, music, and storage expansion for the price.",performance,positive
171,"pricey? yes... for serious readers and users of library e-books, completly worth it. while nothing beats a real book experience, traveling 4 days plus per week nothing beats the portability and ability to add from the library or amazon on the fly... never have to seek out light to read by (a noticeable improvement in the backlight), exceptional direct sun readability, not affected by polarized sunglasses... great battery life... great build quality... i expect it to last a long time... only upgraded as i lost my last kindle on the train.",overall,positive
172,too many great things to say about the echo show! i have had an echo dot for a while but the new echo who adds video. i literally use it everyday multiple times a day. great product amazon!,performance,positive
173,upgraded from my old kindle keyboard. i love the ability to adjust brightness and font. i have small hands and this is not too big to hold in one hand. i was able to change the page turning buttons for left handed use. the charging cover last a long time. i wish there were more colors to choose from.,usability,positive
174,"used in my home office, gives me all of the information i ask for while my computers are doing other chores. plays any music that i request, decent quality sound.",sound,positive
175,i brought the echo plus for the louder sound quality. i already have an echo dot which i use in my bedroom to control my lights and heater via a wemo smart switch. i brought the echo plus which i use in my family room for music and to control my smart devices.,sound,positive
176,love all my echo products and this one is exceptional as well. was able to look in my house while away. waiting for more update for access to apps in the future.,performance,positive
177,"got this tablet to replace the one that had the screen cracked, cheaper than getting the screen replaced",price,positive
178,even though the ppi is lower than the other tablets i didn't really notice it. i like the letterbox format which allows the use of more of the screen area when viewing movies and tv.,screen,neutral
179,i bought this for my mom because she is too scared to even use her laptop. i thought this looked more user friendly since she knows my 5 year old nephew can use an ipad.,usability,positive
180,perfect item for any place in your house. love the speaker and the different features it does.,sound,positive
181,was easy to set up. excellent sound quality for the price,performance,positive
182,very good price for the product. sounds good and fun and easy to set up.,overall,positive
183,the echo show works very well with bluetooth and wifi. great sound and screen. recommend to anyone,performance,positive
184,"we bought this for our 3 year old daughter. great variety of apps, books, and educational videos for her to explore. love the features that allow us to control her time spent on it. my only complaint is that its processing speed is quite slow getting between different menus but at this price and for a 3-year old i can't complain too much.",performance,positive
185,"we have all three echo products in our house. each with a different usage. got the show for my parents and sister as well to communicate as we all live in different places. more for my parents, its ease of use is ideal for them, no computer knowledge needed, speak and they can connect with us.",usability,positive
186,"our 5th echo show. we love the drop in feature, allowing us to use them as an intercom. the ease of playing music on all of them at once throughout the house, and controlled from any device is used daily. the connection to our sonos system is a real plus. also connected to our dish tv receiver.",connectivity,positive
187,"great product, i recommend is easy to use and fast.",usability,positive
188,i am really enjoying my new kindle fire hd 8. the picture is awesome even for a movie. i use it mostly to read with an occasional game or movie too. colors are great and the size of the screen is very nice. i have a 7 inch fire and there is enough size difference for movies etc to make it worthwhile. plus there was a great black friday price.,overall,positive
189,"we bought the echo show to get the hyped benefits of alexa, and home automation. after using for a week, we decided to return the echo show. alexa just isn't ready for prime time. 90% of the time we got the ""i can't answer that"" response to questions. it's a waste of money for us. say ""alexa, say good bye!""",performance,negative
190,"hard to use, no way to delete things from screen. need better manual. most books are impossible if they are reference books.",usability,negative
191,kindle products are easy to use and set up. it does most everything the expensive tablets do.,usability,positive
192,"the best product for the money. east to use, great color, great features. easy to set up and battery life is great.",overall,positive
193,"great product, user friendly and can't be beaten for the promotion prices.",price,positive
194,tablet is so user friendly and a price you can not beat,price,positive
195,"here are my pros and cons thus far.pro:perfect size for ebooks, and web surfing to alleviate strain on the eyes from my 5"" phone displaynice sturdy casing that gives it a nice heft but still weighs in as one of the lighter tablets on the marketchild accounts- amazon allows you to set up this tablet with age restricted access for kids making this a low cost piece of tech that is perfect for school kids and allows mom and dad to ration the amount of time lil johnny can play clash of clans and how much he can hit the ol' visa card for.battery life thus far; wife was on it for about 5 hours last night and battery was at about 46%kindle integration -this goes without saying but having my ebooks and audible books synced to the tablet is awesome and my kindle books look great",battery,positive
196,"nice size screen, clear and clean picture with plenty of storage",screen,positive
197,"this was a present for my husband who originally had asked for a radio for his home office. he set it up relatively quick and was amazed at the sound quality. he loved the versatility and that he could have a specific radio station played or a random song as well as tell a joke, etc. it has been fun for all of us and we are looking into getting the smaller ""dots"" for other rooms now. he commented that he would never get rid of this! it's very fun and functional. the smart bulb is very handy as well. love it!",sound,positive
198,slower than my last kindle. the power button is not easy accesible when in a case.,overall,negative
199,"i bought this tablet right after black friday. it had good reviews, a perfect warranty for kids, and a reputable branding. once set up, it has a good cover that is light and hard for a child to remove. the included one year software freetime is user friendly and convenient to navigate. so far, we really like this tablet. the only thing that i still need time to determine its battery life. after about 2 hours of game play, the battery is about at 50%. very satisfied.",overall,positive
200,i recently purchased the amazon show. it was easy to setup and use and i also added my own specialty screens and home screen. extremely glad i bought it.,usability,positive
201,it has such a big screen to see better. it loads games and books very fast!,performance,positive
202,i have a paper white 1 and 2. honestly it is difficult to justify double the price value. i certainly like most added features but not sure its worth the extra money. to note it operates great just not sure its worth an upgrade to the latest greatest.,price,neutral
203,works great! i am looking forward to purchase more for the diffrent rooms in my house.,usability,positive
204,"bought this for my 4 yr. old for christmas, she loves it and is very easy to use. the battery lasts a long time",battery,positive
205,"fun and easy to use. music sounds great. set timers, reminders and sync your calendar. i'm giving one as a gift to my daughter so we can video chat with ""drop in"" any time.",usability,positive
206,i needed a device to listen to books on a long drive. this paired easily in the car and downloading the audible books was a snap.,overall,positive
207,easy to use tablet. price is pretty good. my mom loves it.,usability,positive
208,i bought this item on a whim and because it was on sale. i've been pleasantly surprised. search sounds great for its size.,sound,positive
209,video calls work great and the screen is super informative.,performance,positive
210,"size, brightness, and convenience are good. the option to link with android products for messages is a little hard.",overall,positive
211,"i reviewed a lot of tablets before i bought this one. it is the first one i have ever purchased. i am no tech geek and it was pretty easy to figure out how to use it. i mostly bought it for and use it for: reading e-mail, facebook, and browsing the internet. i really like it and use it more than my laptop. but, if i need to do anything detailed, i use my laptop. overall it's a great tablet for a beginner, and you can't beat the price.",usability,positive
212,"first of all, this is not an ipad or a more expensive android tablet, but it's a very good tablet for the money. i own an ipad pro and ipad air 2, yet this tablet has a place in my home. if you're buying for kids, i wouldn't buy anything more expensive than this. good screen, fast enough, and amazon's underground free apps are a huge plus.",price,positive
213,killer tablet for the price. no issues running any apps or programs.,price,positive
214,she likes to read books and this is a fast and cheap way for her to do so,price,positive
215,"this 8"" tablet is much better than the older 7"" tablet. it is faster and have a camera. great improvement over the older version.",performance,positive
216,"the commercials are correct, at this price you can have multiple devices in your household for the price of a comparable competitor's tablet.",price,positive
217,"i love my kindle black. i can read for hours without making my eyes sore the way a phone screen would. the functions are easy to use. everything is set up clearly and simply. it's shape is adorable, and it's surprisingly light. the battery does last a long time.",overall,positive
218,"i have had a kindle for some time and was curious about the oasis. it did not disappoint. it is very compact, even with the cover, and fits in a coat pocket. i really enjoy the size and the redesign which brings back hard buttons. great device for home or on the go.",design,positive
219,"i have bought the cheaper tablets for my kids, in the past, however, the sales associate recommend this tablet, and it was only 10 dollars more. so far, i am really impressed by the difference in quality.",build_quality,positive
220,"my 7"" wore out,my 8"" is much better,allthough the covers are expensive and screen protectors are hard to find. the battery life is exceptional !",battery,positive
221,"great sound , easy to use, wife love it, connect with wifi and all my phones.",overall,positive
222,"young kids love it, easy to use and takes a beating but still cheap enough that if it does happen to break you don't break the bank too",overall,positive
223,"the kindle is great for just reading books, and the battery power is pretty good.the experimental browser is not very user friendly.",battery,positive
224,the family and i love alexa view and once we got it we were hooked now everything in the house and outside is run by voice commands. the opportunities with this are endless.,usability,positive
225,"it is a nice little no frills tablet, but it could be better, for one it is only limited to amazons web browser, and i like chrome. it is no big deal because what i paid for it i did not expect it to be blazing fast or anything like that.",performance,positive
226,"love this product. it is nice looking, easy to carry, and the sound is amazing. very easy to set up and connect to amazon echo. nothing to complain about th he speaker itself. however the carrying case is kind of stupid and useless also. one has to take it down just in order to charge.",overall,positive
227,this is my second kindle. the first was a gift several years ago. the display and speed are much better.,performance,positive
228,"i really missed my first kindle when my husband gave me a fire 2 years ago. i love to read outside and could not do that with a fire. the voyage is perfect, easy to read anywhere, much longer battery life than a fire. very happy with it and the buttons are easy to use or you can just tap the screen to turn the page.",battery,positive
229,kindle voyage is easily the best e-reader with an impressive high-resolution display and it is very thin and light weight too. loving it.,screen,positive
230,"good choice for the price, good performance, and fast.",performance,positive
231,does exactly what we wanted it to do. very easy voice commands.,usability,positive
232,this is my 4th kindle and is easily the best one i've ever had. it is very comfortable to hold and is very compact. i was surprised how small it is but has the same screen size as my other kindles. it may look costly at first but remember you are getting a cover with additional battery.,overall,positive
233,"my 2 1/2 year old loves this. he can't break it with the thick rubber case, and we can control the games he plays, and how long he plays. great mix of educational and fun items. the only problem is the charging cord is a bit too easy to break. if they pull it off the charger, it makes the port loose and you have to get the right angle for it to charge.",overall,positive
234,"i've had my other kindle fire for 5-6 years. it's still working but slowing down. i bought the updated version while it was on sale. i love it! i play games on it, download books, check my email and facebook. it's like a portable mini computer and i wouldn't be without it. i like it better than other people's tablets and you can't beat the price. i bought some for gifts and everybody loves it! i'd recommend it to people of all ages.",performance,positive
235,"i bought this as a light-weight alternative to an ipad for collecting and enjoying kindle and amazon video products. when combined with the dedicated fire cover, it's low price along with a very readable screen and the option for a micro sd card make it an excellent choice for travel and time spent in waiting-rooms, etc., allowing lots of memory space for ones library as well as flexibility regarding how it is held or positioned.",overall,positive
236,"got this when it was on sale mainly to get the books not available @ b&n and to play audiobooks. main drawback: the constant advertising! you turn it on and get a ad. let it sit for a moment or two, another ad pops up. ads for nothing i've ever expressed an interest in. very irritating.color is very crisp and clean.love my older nook but lately b&n doesn't always have the books that are available on amazon. will continue to use the nook as my primary e-reader with the fire as my primary audiobook player.",usability,positive
237,bigger screen than my iphone allots for easier viewing. so easy to use. i wouldn't go anywhere without my kindle!,usability,positive
238,quickly charges kindle so son can use it. worked great right out of the package,battery,positive
239,i got this because it was a cheap tablet. it does great for watching videos from the tablet and sound is good also. i don't like the amazon ecosystem or app store. i wish they would sell android tablets with their apps on them like they are doing with their phones.,usability,positive
240,"i purchased this, in addition to several other alexa products, because i wanted the hub to connect several smart home devices. so far it has been pretty easy to set up and use. i'm happy with the sound also.",usability,positive
241,"we have echos throughout the whole house and have this in the kitchen. controls lights , you can facetime , my wife uses it for recipes and it shows the videos of directions",overall,neutral
242,i bought one for my boyfriend and one for his son. it's fast and easy to use.,usability,positive
243,"we bought the two-for deal as presents. my mother will have a learning curve, but since the other one is going to my son, he can teach her! looks like a neat appliance, but want to see if it can do more than weather, music and turning off the lights...",overall,neutral
244,good tablet for basic needs. screens resolution is pretty good. mostly using for reading and sometimes for watching movies/shows. great feature is the possibility to use the card to expand the memory. good product for great price!,screen,positive
245,"i own a kindle hdx 8.9 and wanted something small and portable... wow is all i can say when i got my hands on the kindle oasis ( thank you babes :) ). the kindle oasis is very tiny, portable & fits in about anything from a jeans back pockets to a very very small purse! the clarity of the screen is awesome. the touch of it works perfect! very different than my hdx but i highly recommend it! a little more pricey than the paperwhite but this one already comes with the case and a built in battery in the case so you are set for long time reading & the price is fair since the others you would still have to buy a case for it! keep in mind the case for the oasis is leather and you can choose from black, brown and red (red was my choice., which to me it's not red it's more of a wine red color) it's beautiful! picture shows my kindle oasis in the middle of the iphone 7 plus (left) & samsung s8+ (right) so you can get an idea on the size... it's super cute! it's tinier than the kindle paperwhite!",overall,positive
246,i was looking everywhere for this because i lost my charger for my fire stick and i finally found it at best buy. it was a great price and works perfectly!,price,positive
247,"i bought this kindle for my 11yr old granddaughter for christmas. me and my husband both had kindles several years prior, and she and my 6 year old grandson love watching and playing on them. both children have all kinds of game systems but use the kindle way more. my 6 yr old grandson still plays with mine and loves watching you tube, videos and playing games on it. he has several game systems, xbox, sega, ds but still uses my kindle all the time over those systems.my husband used his all the time for everything from internet to watching movies and shows. i'm getting ready to buy my grandson a new kindle( mine is a bit older and has cracked screen now but still works good).he would like one to call his own. i'm looking at a 16 gb or 32 gb.they are really durable and tough.",overall,positive
248,"worth it i loved well invested money. alexa helping me a lot, reminders, listen to music and making my house smarter, simply and easy, no regrets:-)",overall,positive
249,the sleek design and colors available for small kids is good. the tablet is a nice price and useful.,overall,positive
250,"i bought this tablet for my daughter who was turning 2 - but also because we were taking an 8 hour road trip and wanted her to be occupied. the games are very toddler user friendly and when she gets mad and throws it, it doesn't effect the tablet. my only issue is that the charger doesn't stay secure in the charger spot (sorry i don't know the technical terms haha) so sometimes i will think it is charging and in fact it is not. i recommend buying the warranty for issues like that.",battery,negative
251,"the visual quality on the fire 8 hd is amazing. it runs very fast and is easy to use, very durable.",overall,positive
252,"we love our echo. use it everyday. one thing, it claims to pick up your voice from anywhere in the room, but that's not always the case. it's not a big deal, just get a little closer or louder and she follows the request/answers the question. love it!",overall,positive
253,definitely worth the money. the sound is awesome!!,sound,positive
254,video quality is very good. works well with amazon prime video and music - no surprises there. apps are very disappointing - many common apps are not available - even though there are android versions! not bad if you have modest expectations.,performance,positive
255,very sleek design and very easy to use - nice graphics!!!,design,positive
256,great tablet for my 3 yr old. love the profile options and parental controls!,overall,positive
257,echo show is a great addition to any home and we were thrilled to buy one for each of our children's families during this holiday season!,overall,positive
258,great tablet for destructive toddlers. my son has dropped and thrown it several times and it still works!...,build_quality,positive
259,"love, love, love my echo plus! is great that it has a built in bridge...great way to start a system for your smart home!love being able to program lights to come on and off from phone...",connectivity,positive
260,"decent little tablet if you are not a game player. tablet shuts down and i cant get it back on when i play games for long periods of time. it's not my ipad, that's for sure.",performance,negative
261,bought it for the grandkids for christmas. like the parental controls!,overall,neutral
262,the functionality is great although i wish it came in more colors.,design,positive
263,it is smaller than i thought but it gets the job done.,design,neutral
264,we bought two of these for the kids. they love them and i now have an echo dot,overall,positive
265,the tablet with an added protective case has so far held up better than other tablets i have tried and the parental controls are great. i can also add educational apps that i want.,build_quality,positive
266,both my 2 year old and my 4 year old love this tablet!,overall,positive
267,"i have not been a fan of anything android, but amazon did this one right. i've had none of the issues i've experienced with other android tablets, and it works great for shopping, browsing, reading, and listening to music.",overall,positive
268,"i like being able to turn on lights, music and the thermostat in our home!",overall,neutral
269,i love that i have the ability to catch up on news and have this crazy thing turn on and off my lights. love it!!,overall,positive
270,my granddaughter loves her tablet toddler friendly,overall,positive
271,i have had this for several weeks. it works great. i am very satisfied with it so far.,overall,positive
272,great product. absolute love it. alexa is fun to converse with and has a wealth of information,overall,positive
273,great addition to the amazon device family. great christmas gift.,overall,positive
274,my son loves his new tablet. now he can play his games without making a mess of my phone.,overall,positive
275,"the amazon fire tablets are nice tablets. they're especially great for streaming tv and movies. and since it's a kindle it's great for books too. it is a little odd with the internet browser, and still a little limited in the app store. but overall a great little tablet.",overall,positive
276,bought for my wife to upgrade from the original kindle that she has worn out. big step up from the original and should be good for another 8-10 years.,overall,positive
277,"we're still learning all the things this device can do. so far, we're very pleased.",overall,positive
278,awesome tablet with access to lots of apps. great games and learning tools!,overall,positive
279,still seeing if if i like alexa like to try and set up lighting,overall,neutral
280,this is my 2nd tablet and it works great with downloading,overall,positive
281,"for some time i have been searching for a replacement for my sony dash which had support discontinued recently. while i am sure that being a bedside ""smart"" alarm clock was not the primary goal of the echo show it does fit the bill nicely. this was my first echo purchase and now i have multiple echo's and hue lights. great system all around!",overall,positive
282,it is perfect as a secondary tablet for my son to take on the road.,overall,positive
283,i like this kindle the only this is it does not read the books as good as my older amazon kindle fire.,overall,positive
284,love everything about my kindle. i'm a long-term amazon prime member.,overall,positive
285,a friend recommended the tablet and i am happy with it.,overall,positive
286,"if reading is what you do the most with your tablet, this is good choice!",overall,positive
287,"amazon kindle is always the best ebook, upgrade every new model",overall,positive
288,"i bought this for my daughter. it's a little limited in what it can do, but she loves it. she's a little too young to understand the games, but she loves watching cartoons on it.",overall,positive
289,best and most affordable option of all the kindle devices available.,overall,positive
290,"this was a gift and they love it! its compact, they can surf the web, play games check emails etc",overall,positive
291,alexa works great and does lots of things for you. fun for the family.,overall,positive
292,it made a great christmas present for my wife. plus...i get it too...works great. great order and delivery from best buy.,overall,positive
293,bought this as a gift for my daughter and it was a good buyshock proof and great educational apps for kids in it,overall,positive
294,i have one alexa and three echo dots and having echo show now is awesome!,overall,positive
295,we all love alexa! you can play games like jeopardy or would you rather family edition. the kids love to have alexa tell them jokes.,overall,positive
296,the amazon fire is simply amazing i would not buy anything else.,overall,positive
297,i like it. needs more features to really become a good product. needs browsing capabilities.,overall,neutral
298,i love my kindle it makes it so much easier to read books instead of having to carry them with me,overall,positive
299,alexa is amazing and the phillips bulb works seamlessly with it.,overall,positive
300,purchased for my wife who reads a lot and truly enjoys the amazon fire.,overall,positive
301,i gave this amazon fire hd8 as a retirement gift for my friend and she absolutely loves it!!,overall,positive
302,we love the parent controls and durability. we would definitely buy another.,overall,positive
303,fits nicely in your hand and its touchable. increase the size of the fonts,overall,positive
304,"my first tablet. outstanding for netflix, email, etc.",overall,positive
305,this is the best purchase i've mad in a tablet my daughter loves it,overall,positive
306,good product for a young child to play with without breaking,overall,positive
307,i bought this for our kitchen where we enjoy cooking and congregating. streaming music is great and you can search for recipes just by asking alexa.,overall,positive
308,"works great! i bought 2, 1 for the kitchen and 1 for master bath.",overall,positive
309,alexa is now a family member. how have i lived my life without her i have no idea...........,overall,positive
310,fantastic tablet fire one is great. small and portable,overall,positive
311,i love my new e-reader!! i am enjoying all my books in one place.,overall,positive
312,purchased this for my down syndrome sister who enjoy playing games on it.,overall,positive
313,this kids fire tablet is perfect for our 5 year old granddaughter. we downloaded some free and purchase kids apps. it give us a break as she's not always asking for our tablet. and we know the content on it is safe.,overall,positive
314,we brought this as a replacement for the fifteen to fifty books my daughter wanted to take with her to hawaii. books of course would weigh a lot and there be no room for cloths. pesky airline and their poundage issues. now she can take a hundred books and she has a mini computer. it's a win win but no win for the airlines!,overall,positive
315,"along with fire tv, a prime membership, an amazon music subscription, other home automation devices and the alexa app on the phone this system is very functional.",overall,positive
316,good product for child. who only need to read the books,overall,positive
317,added another echo to the family. this one came with a free philips hue bulb on black friday which was great,overall,positive
318,my child loves her tablet and i love it. it keeps her busy with learning games and books,overall,positive
319,bought as a replacement kindle for my mother in law. she loves it perfect size for her.,overall,positive
320,"this amazon fire is better then i expected. it does exactly what i need it to do. fits in my bag, very light weight. love that i can carry so many book on one device.",overall,positive
321,i thoroughly enjoy reading on this. that is the main reason i bought it and it fits nicely in my purse.,overall,positive
322,my husband and i purchased 3 of these for each of our kiddos and to say they're a hit would be a massive understatement. and the parental controls on these are awesome. we love our new fires!!,overall,positive
323,i love this tablet. i got one for each one of the kids all different ages and they all love it.,overall,positive
324,this is my third alexa and combined with my fire tv and now the lights my couch time has increased. love the new technology!!,overall,positive
325,"i can read books, listen to books, go on facebook, shop, search the web almost anything on my brand new kindle fire!!",overall,neutral
326,the kindle fire hd is a sweet tablet for reading and apps like netflix or hulu.,overall,positive
327,my first kindle and i love it. no backlight and perfect view in the sun are awesome.,overall,positive
328,i didn't expect this device to be so diverse unexpected surprise,overall,positive
329,"love this! we have it on our kitchen counter and great for music, news updates, amazon delivery updates, recipes, timer, and soo much more!",overall,positive
330,"bought for my 88 year old mom, she loves it, help her with recipes and cooking.",overall,positive
331,great that you can get these in different colors to differentiate from the other one!,overall,positive
332,you can do some many things and the best part apps for free on amazon underground!,overall,positive
333,bought it for my 10 yr old granddaughter. does everything she wants it to do in a tablet.,overall,positive
334,"last christmas i gave my nephew a fire stick, which he loved. in the meantime, i purchased an amazon tap for myself. since he likes gadgets, i knew he would want one. so i purchased it for him",overall,positive
335,bought this for my better half and she loves it. it works very well with echo and has unlimited features.,overall,positive
336,reminded my son and i of his old early generation kindle that worked so well.,overall,positive
337,my husband loves this kindle. he has a muscular disease keeping him from being able to handle anything with much weight at all. this is perfect.,overall,positive
338,i am enjoying the echo show a lot.very entertaining,overall,positive
339,good tablet. gave as gift and person enjoys it. recommend,overall,positive
340,bought this tablet for my five-year-old son he plays it every single day loves it great kid friendly tablet,overall,positive
341,"great starter ereader, very simply does what it's made to do.",overall,positive
342,works great !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,overall,positive
343,"i have been enjoying the amazon tap for two weeks, and am still finding new things it will do",overall,positive
344,"this tablet is great for trips. just make sure you download games and shows on it first since it does not have internet. the case is great for kids who are rough with technology, it really takes a beating.",overall,positive
345,it is safe .. love the thick case & its fun fir my kids,overall,positive
346,i wish it has some more of the apps from the play store some are just not there,overall,neutral
347,"i love my echo show, elexa is so helpfull she answers just about every question i have",overall,positive
348,my sons love playing on their tablet. not only does it allow me additional time to get things done but they enjoy the educational apps provided.,overall,positive
349,this is a great product and i would recommend it to anyone that enjoys reading.,overall,positive
350,there's not much difference in the regular kindle. wait till it goes on sale.,overall,neutral
351,great tablet. perfect for my 8 year old son!!!!!!!!!!!,overall,positive
352,you can play trivia with your family and learn a lot about the world,overall,positive
353,my son is a huge fan of it and i love that i can control what he watches and plays,overall,positive
354,moved all the ad apps to a folder and loaded what i wanted. small size fits in my sport coat pocket.,overall,positive
355,"this is great, my daughters first tablet and it came with everything she needed to get started. she loves the pink bumper guard and so do i for the safety.",overall,positive
356,the kids will have a lot of fun time with games and learning,overall,neutral
357,only negative is the apps. thought they were from android but they're an amazon version and limited.,overall,neutral
358,i'm very happy with this tablet..my nephew loves it.,overall,positive
359,my daughter loves this tablet. she drops it and it keeps going. she can't put it down.,build_quality,positive
360,"fought it for a long time, but kindle is awesome. the newer version with adjustable light is best for me.",screen,positive
361,"we replaced our old echo for this one with a smart hub, works great",overall,positive
362,this tablet is for my daughter and she absolutely loves it!,overall,positive
363,"i love all of my amazon echo devices. right now it doesn't allow youtube, but hopefully they will reach an agreement and fix that.",overall,positive
364,purchased for my grandson. he loves it. when setting up be sure to update the software,overall,positive
365,"i bought this and an echo dot just in case the dot didn't do everything i needed. the dot worked fine, so i returned the full-featured echo plus.",overall,neutral
366,"bought for my daughters dorm, good device for streaming, making calls, etc., even for quick weather report",overall,positive
367,"it freezes a lot. lots of problems getting games to cooperate. but overall, my son loves it.",performance,positive
368,this is my 2nd fire tablet. i will alwyas need one. just wish they lasted longer than 4 years.,overall,neutral
369,i can't update facebook and a few other apps. it's not what i expected.,overall,negative
370,i would recommend this product. it works great and ver compact.,overall,positive
371,great for those who love to read this tablet is always ready for on the go trips,overall,positive
372,"i can play games, surf the internet or watch movies. i can check my e-mail or just about do anything i can do on a regular computer.i strongly recommend it.",overall,positive
373,bought this for my 7 year old so he could play games on those looooooong hockey game car rides -- this tablet was more than enough for what we needed and the app selection is good in the amazon store! no complaints here!,overall,positive
374,good tablet for kids i would definitely recommend.,overall,positive
375,my daughter just loved this kindle fire. she said it was the perfect gift that she could receive.,overall,positive
376,for two girls that love to play games and take with them,overall,positive
377,i thought that this tablet was junk but it has surpassed my expectations,overall,positive
378,"a little more complicated than my original kindle, but i like it.",overall,positive
379,"i have an lg tablet but picked up this one for my dad and after messing with it for a while it's very nice,. i think i like it more the my lg g pad!",overall,positive
380,i love my kindle! it's perfect for reading my favorite books!,overall,positive
381,great product for the kids gaming apps parental controls to make sure you can monitor kids and prevent unwanted app purchases,overall,positive
382,just what she needed to keep her interested in short games & letters,overall,positive
383,great tablet. drop it many times and its still working.,build_quality,positive
384,"i love, love my kindle fire magenta. the color is awesome this is a truly the best kindle fire i ever owned . the colors availablesare awesome .",design,positive
385,asking trivia questions of alexa is a hoot but being able to turn off the ceiling fan from bed is golden.,overall,neutral
386,this product works great. i really enjoy having alexa follow commands,overall,positive
387,"i bought this tablet to replace one i had bought a while ago for my daughter, all i heard upon opening is ""mom, you are the best"", as she was excited to get a newer up to date fire. she loves the fire tablet and so do we as a family. amazon fire is our go to. we can not switch to anything else!",overall,positive
388,it a great tablet for children. but it doesnt work with google apps.,overall,positive
389,we already had a tablet for our son and it was time to get one for our daughter. they are a good learning tool.,overall,positive
390,i love all of them. i would recommend going to best buy and buying a kindle fire before they are sold out!,overall,positive
391,my grandson-8-loves this --the games and the books!,overall,positive
392,nice starter tablet for my nephew. does what we need it to do.,overall,positive
393,bought for a family memeber and he was so happy with the game,overall,positive
394,bought the amazon - echo plus + philips hue bulb - black for my kitchen it is awesome also came with free smart bulb.,overall,positive
395,the kindle is good to download apps for books catch up with reading,overall,positive
396,"amazon keeps getting better. tablet now has option to move icons, set wallpaper and more. with added sd card option, is even better.",overall,positive
397,"thoughts of being able to have the echo ""grow"" as i added to the list of tasks, excited me. including the latest app, having it to recognize my smartphone's contact list to place and to receive calls. however, the echo i purchased does not link up to my samsung smartphone. disappointed is a understatement.",connectivity,negative
398,this alex's device is fantastic and would recommend it for anyone. especially for people with physical disabilities. we are enjoying all of its features.,overall,positive
399,excellent tablet.....withstands a special needs grandson.,overall,positive
400,like better than the 7 inch kindle better to read.,overall,positive
401,we got these as an upgrade for the kids' kindle fires. work great and have had no issues.,overall,positive
402,works well. haven't been able to work out the local traffic yet.,overall,positive
403,this product is well thoughts the kids seem to like the apps,overall,positive
404,i purchased this kindle fire for my husband and he loves it. he had an older model which he loved but my dog accidentally broke it. this updated version has so many new features which he loves!,overall,positive
405,the salesgirl was very knowledgeable and helped me pick out the right tablet for my needs. it works well as promised.,overall,positive
406,"this thing is cool, you can do a lot of neat things with the show, hope they add more functionality to alexa though.",overall,positive
407,the fire hd 8 is the perfect size ereader. big enough to see the text but small enough to hold comfortably.,overall,positive
408,"love my new i pad, and new tv for my kitchenalso bought 3 alexa with pods for my family at xmas",overall,positive
409,works great for everything we want our daughter to do,overall,positive
